StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
VWAP8,2019-Sep-13 19:02:00.295017,2019-Sep-13 19:02:00.295017,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.240000,1,0,1,0,137.240000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514160,,,
VWAP8,2019-Sep-13 19:02:04.596859,2019-Sep-13 19:02:04.596859,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.910000,-1,0,-1,0,218.910000,0.006104,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514161,,,
VWAP8,2019-Sep-13 19:02:04.973920,2019-Sep-13 19:02:04.973920,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.910000,-1,0,-1,0,218.910000,0.006104,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514162,,,
VWAP8,2019-Sep-13 19:02:11.067485,2019-Sep-13 19:02:11.067485,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514163,,,
VWAP8,2019-Sep-13 19:02:13.172096,2019-Sep-13 19:02:13.172096,FILLED,FILL,MSFT,SELL,MARKET,DAY,137.190000,-5,0,-5,0,137.190000,0.021365,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514164,,,
VWAP8,2019-Sep-13 19:02:17.585134,2019-Sep-13 19:02:17.585134,FILLED,FILL,MSFT,BUY,MARKET,DAY,140.840000,1,0,1,0,140.840000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514165,,,
VWAP8,2019-Sep-13 19:02:17.585221,2019-Sep-13 19:02:17.585221,FILLED,FILL,MSFT,BUY,MARKET,DAY,137.220000,1,0,1,0,137.220000,0.001200,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514166,,,
VWAP8,2019-Sep-13 19:02:24.400216,2019-Sep-13 19:02:24.400216,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.910000,-1,0,-1,0,218.910000,0.006104,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514167,,,
VWAP8,2019-Sep-13 19:02:25.538046,2019-Sep-13 19:02:25.538046,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.910000,-1,0,-1,0,218.910000,0.006104,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514168,,,
VWAP8,2019-Sep-13 19:02:27.467480,2019-Sep-13 19:02:27.467480,FILLED,FILL,AAPL,SELL,MARKET,DAY,218.910000,-1,0,-1,0,218.910000,0.006104,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,369229748514169,,,
